PLAYER_NAME,GP,GS,MIN,FG,3P,FT,REB,AST,STL,TO,BLK,PF,PTS,EFF,A.S.G,P.O.M,F.T,S.T,T.T,F.T.D,S.T.D,Seasons,Playoffs,Finals,titles,Retired,H.O.F
Deandre Ayton,213,206,30.8,59.7,20.0,75.0,10.6,1.6,0.7,1.7,1.1,2.8,16.1,23.0,,,,,,,,3,1,1,0,0.0,0.0
Kelenna Azubuike,208,84,24.2,45.9,40.9,77.0,4.0,1.1,0.6,1.0,0.5,2.0,10.5,10.6,,,,,,,,5,2,0,0,1.0,0.0
Udoka Azubuike,29,6,7.8,67.3,0.0,63.2,2.5,0.0,0.1,0.5,0.5,1.1,2.7,4.4,,,,,,,,,,,,,0.0
Chris Babb,14,0,9.4,26.7,22.2,0.0,1.2,0.2,0.4,0.2,0.0,0.9,1.6,1.6,,,,,,,,1,0,0,0,0.0,0.0
Luke Babbitt,381,107,14.0,40.8,40.2,75.0,2.2,0.6,0.2,0.4,0.2,1.4,4.8,4.9,,,,,,,,8,1,0,0,1.0,0.0
Milos Babic,21,0,4.1,37.5,0.0,65.0,1.0,0.5,0.1,0.5,0.0,0.3,1.8,1.6,,,,,,,,2,0,0,0,1.0,0.0
Johnny Bach,34,0,--,28.6,--,68.0,--,0.7,--,--,--,0.7,3.5,1.0,,,,,,,,1,0,0,0,1.0,0.0
Dwayne Bacon,207,80,19.4,40.2,31.4,78.0,2.6,1.1,0.5,0.6,0.1,1.3,7.3,6.5,,,,,,,,4,0,0,0,0.0,0.0
Jim Baechtold,321,0,25.7,38.8,--,78.3,3.1,2.1,--,--,--,2.5,9.7,8.8,,,,,,,,5,3,0,0,1.0,0.0
Dalibor Bagaric,95,0,10.2,36.1,0.0,55.9,2.5,0.4,0.3,0.8,0.5,1.7,2.6,3.3,,,,,,,,3,0,0,0,1.0,0.0
John Bagley,665,401,25.7,43.7,24.1,77.9,2.6,6.0,1.1,2.3,0.1,1.6,8.7,11.3,,,,,,,,11,3,0,0,1.0,0.0
Marvin Bagley III,148,69,24.8,49.4,29.9,67.1,7.4,0.9,0.5,1.3,0.7,2.1,13.5,15.1,,,,,,,,3,0,0,0,0.0,0.0
Carl Bailey,1,0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,,,,,,1,0,0,0,1.0,0.0
Gus Bailey,147,0,9.2,40.6,100.0,51.0,1.7,1.1,0.4,0.6,0.3,1.0,2.6,3.8,,,,,,,,5,1,0,0,1.0,0.0
James Bailey,595,105,19.5,48.4,7.7,70.3,5.0,0.8,0.5,1.8,0.9,3.3,8.8,9.8,,,,,,,,9,2,0,0,1.0,0.0
Thurl Bailey,928,229,26.8,47.3,11.4,81.2,5.1,1.4,0.5,1.6,1.2,2.0,12.8,13.0,,,,,,,,12,9,0,0,1.0,0.0
Toby Bailey,73,12,9.6,40.7,20.0,69.2,1.7,0.6,0.3,0.5,0.1,1.1,3.3,3.4,,,,,,,,2,1,0,0,1.0,0.0
Cameron Bairstow,36,3,4.6,29.6,20.0,84.6,1.0,0.2,0.1,0.2,0.1,0.8,1.2,1.3,,,,,,,,2,0,0,0,0.0,0.0
LaMark Baker,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,,,,,,,,1,0,0,0,1.0,0.0
Maurice Baker,5,0,3.8,0.0,0.0,0.0,0.4,0.2,0.2,0.2,0.0,0.6,0.0,0.4,,,,,,,,1,0,0,0,1.0,0.0
Norm Baker,4,0,--,0.0,--,0.0,--,0.0,--,--,--,0.0,0.0,-0.3,,,,,,,,1,0,0,0,1.0,0.0
Ron Baker,96,14,14.5,35.8,26.5,70.7,1.4,1.8,0.7,0.8,0.2,1.3,3.1,4.1,,,,,,,,3,0,0,0,1.0,0.0
Vin Baker,791,604,32.5,48.5,21.5,63.8,7.4,1.9,0.7,2.2,1.0,3.2,15.0,15.8,4.0,,0.0,1.0,1.0,,,13,4,0,0,1.0,0.0
Wade Baldwin,56,1,10.3,35.5,25.0,77.6,1.2,1.4,0.4,1.0,0.2,1.1,3.1,3.1,,,,,,,,3,2,0,0,0.0,0.0
Renaldo Balkman,221,12,13.9,51.0,17.2,54.2,3.5,0.6,0.7,0.6,0.5,1.9,4.0,6.6,,,,,,,,6,1,0,0,0.0,0.0
Cedric Ball,7,0,3.7,37.5,0.0,100.0,1.6,0.0,0.0,0.3,0.3,0.7,1.1,2.0,,,,,,,,1,0,0,0,1.0,0.0
LaMelo Ball,102,82,30.6,43.1,36.5,81.4,6.5,6.8,1.6,3.0,0.4,2.9,17.9,21.0,,,,,,,,1,1,0,0,0.0,0.0
Lonzo Ball,252,239,32.5,40.0,36.4,57.8,5.7,6.2,1.6,2.5,0.6,2.2,11.9,16.4,,,,,,,,4,0,0,0,0.0,0.0
Greg Ballard,802,337,27.5,47.2,33.8,78.7,6.1,2.2,1.1,1.3,0.3,2.3,12.4,14.4,,,,,,,,11,7,2,1,1.0,0.0
Herschel Baltimore,58,0,--,20.2,--,46.4,--,0.3,--,--,--,1.7,2.4,-1.6,,,,,,,,1,1,0,0,1.0,0.0
Mo Bamba,202,51,17.8,47.1,33.5,68.0,5.8,0.9,0.4,0.9,1.5,2.1,7.3,11.4,,,,,,,,,,,,,0.0
Desmond Bane,122,71,25.8,46.5,42.2,87.2,3.7,2.1,0.9,1.2,0.3,2.1,13.0,13.0,,,,,,,,1,1,0,0,0.0,0.0
Gene Banks,468,264,27.9,53.9,4.3,73.0,5.8,2.9,0.9,1.8,0.2,2.8,11.3,14.6,,,,,,,,6,5,0,0,1.0,0.0
Marcus Banks,348,37,16.0,43.2,32.7,76.8,1.5,2.1,0.8,1.3,0.2,1.9,5.9,6.0,,,,,,,,8,3,0,0,1.0,0.0
Ken Bannister,253,71,15.3,48.8,0.0,49.2,3.5,0.4,0.4,1.4,0.3,2.6,5.9,5.5,,,,,,,,5,0,0,0,1.0,0.0
Mike Bantom,706,38,27.9,46.8,20.0,69.2,6.4,2.3,0.9,2.4,0.7,3.5,12.1,14.5,,,,,,,,9,3,1,0,1.0,0.0
Dalano Banton,45,1,11.9,41.5,26.2,62.5,2.2,1.6,0.5,1.0,0.2,1.2,3.6,4.8,,,,,,,,,,,,,0.0
Cat Barber,3,0,4.3,0.0,0.0,0.0,1.0,1.0,0.0,0.3,0.0,0.3,0.0,-1.0,,,,,,,,,,,,,0.0
John Barber,5,0,3.8,25.0,--,50.0,1.2,0.0,--,--,--,0.8,1.4,0.8,,,,,,,,1,0,0,0,1.0,0.0
Leandro Barbosa,850,113,21.6,45.9,38.7,82.1,2.0,2.1,0.8,1.2,0.1,1.9,10.6,9.4,,,,,,,,14,8,2,1,1.0,0.0
Steve Bardo,33,0,9.1,32.9,10.0,69.6,1.8,1.3,0.4,0.7,0.1,1.4,2.2,3.2,,,,,,,,3,0,0,0,1.0,0.0
José Juan Barea,831,108,19.6,42.4,35.2,79.4,2.1,3.9,0.4,1.5,0.0,1.4,8.9,8.9,,,,,,,,14,8,1,1,1.0,0.0
Andrea Bargnani,550,377,28.7,43.9,35.4,82.4,4.6,1.2,0.4,1.5,0.9,2.4,14.3,12.5,,,,,,,,10,2,0,0,1.0,0.0
Cliff Barker,149,0,11.2,31.6,--,66.2,1.8,2.0,--,--,--,1.7,3.7,3.5,,,,,,,,3,2,0,0,1.0,0.0
Tom Barker,98,0,18.7,42.2,--,69.2,5.3,0.8,0.4,0.9,0.5,3.1,6.5,9.1,,,,,,,,2,0,0,0,1.0,0.0
Charles Barkley,1073,1012,36.7,54.1,26.6,73.5,11.7,3.9,1.5,3.1,0.8,3.1,22.1,28.2,11.0,4.0,5.0,5.0,1.0,,,16,13,1,0,1.0,1.0
Erick Barkley,27,4,9.9,35.6,26.7,90.0,0.8,1.5,0.7,0.6,0.0,1.1,2.9,3.0,,,,,,,,2,0,0,0,1.0,0.0
Don Barksdale,262,0,28.5,37.0,--,66.0,8.0,2.1,--,--,--,3.6,11.0,12.8,1.0,,,,,,,4,2,0,0,1.0,1.0
Harrison Barnes,723,662,31.8,45.3,38.0,80.3,5.1,1.8,0.7,1.2,0.2,1.6,14.1,13.9,,,,,,,,9,4,2,1,0.0,0.0
Harry Barnes,22,0,5.7,28.1,--,53.8,1.2,0.2,--,--,--,1.1,2.0,1.0,,,,,,,,1,0,0,0,1.0,0.0
Jim Barnes,454,0,20.8,42.9,--,68.4,6.5,0.8,--,--,--,3.3,8.8,10.7,,,,,,,,7,3,0,0,1.0,0.0
Marvin Barnes,171,0,21.7,44.2,0.0,67.2,5.5,1.5,0.8,1.9,1.0,3.4,9.2,11.2,,,,,,,,4,0,0,0,1.0,0.0
Matt Barnes,929,359,23.6,43.6,33.5,74.5,4.6,1.8,0.8,1.3,0.5,2.5,8.2,10.3,,,,,,,,14,9,1,1,1.0,0.0
Scottie Barnes,47,47,35.8,47.5,31.7,73.6,7.6,3.4,1.0,1.9,0.8,2.8,14.7,18.4,,,,,,,,,,,,,0.0
Dick Barnett,971,0,29.8,45.6,--,76.1,2.9,2.8,0.2,--,0.0,2.6,15.8,13.1,1.0,,,,,,,14,11,5,2,1.0,0.0
Jim Barnett,732,0,23.8,43.5,--,79.7,3.1,3.0,0.6,--,0.1,2.1,11.7,11.5,,,,,,,,11,5,0,0,1.0,0.0
John Barnhill,426,0,23.6,41.6,--,65.1,2.8,2.8,--,--,--,1.8,8.6,8.4,,,,,,,,7,4,0,0,1.0,0.0
Norton Barnhill,4,0,2.5,33.3,--,0.0,0.8,0.3,0.0,--,0.0,1.3,1.0,1.0,,,,,,,,1,0,0,0,1.0,0.0
Leo Barnhorst,344,0,34.8,36.8,--,66.5,5.2,3.2,--,--,--,3.0,9.4,9.3,2.0,,,,,,,5,5,0,0,1.0,0.0
John Barr,58,0,--,28.3,--,59.5,--,0.9,--,--,--,2.8,5.1,0.1,,,,,,,,1,0,0,0,1.0,0.0
Mike Barr,73,0,16.8,43.7,--,71.9,1.8,2.4,0.7,--,0.2,1.3,3.9,6.7,,,,,,,,1,0,0,0,1.0,0.0
Moe Barr,31,0,4.7,40.3,--,84.6,0.6,0.9,--,--,--,0.9,2.0,2.3,,,,,,,,1,0,0,0,1.0,0.0
Andre Barrett,67,1,12.2,36.9,24.6,72.7,1.1,2.0,0.4,0.7,0.0,1.0,3.3,3.7,,,,,,,,4,0,0,0,0.0,0.0
Ernie Barrett,131,0,16.0,36.9,--,74.8,2.6,1.7,--,--,--,2.3,4.9,5.5,,,,,,,,2,2,0,0,1.0,0.0
RJ Barrett,176,175,33.0,42.1,36.4,68.7,5.5,2.8,0.8,2.0,0.3,2.3,16.6,14.2,,,,,,,,2,1,0,0,0.0,0.0
Earl Barron,140,31,14.2,37.1,16.7,70.2,3.5,0.5,0.3,0.8,0.2,1.9,4.6,4.8,,,,,,,,8,1,0,0,1.0,0.0
Dana Barros,850,263,22.9,46.0,41.1,85.8,1.9,3.3,0.9,1.4,0.1,1.3,10.5,10.4,1.0,,,,,,,14,5,0,0,1.0,0.0
Brent Barry,912,449,25.9,46.0,40.5,82.3,3.0,3.2,1.0,1.4,0.3,1.9,9.3,11.4,,,,,,,,14,8,2,2,1.0,0.0
Drew Barry,60,0,10.0,41.7,38.1,77.4,1.1,1.9,0.3,0.9,0.0,1.3,2.2,3.5,,,,,,,,3,1,0,0,1.0,0.0
Jon Barry,821,36,16.9,43.4,39.2,84.8,1.8,2.2,0.9,1.0,0.1,1.2,5.7,7.1,,,,,,,,14,9,0,0,1.0,0.0
Rick Barry,794,0,36.3,44.9,33.0,90.0,6.5,5.1,2.0,2.5,0.5,2.9,23.2,24.0,8.0,,5.0,1.0,0.0,,,10,7,2,1,1.0,1.0
Ed Bartels,32,0,--,25.1,--,53.8,4.9,1.0,--,--,--,2.6,4.2,2.4,,,,,,,,2,0,0,0,1.0,0.0
Vic Bartolome,38,0,4.3,25.4,--,80.0,1.6,0.1,--,--,--,0.6,0.9,1.4,,,,,,,,1,0,0,0,1.0,0.0
Will Barton,601,262,25.7,43.4,35.5,78.5,4.3,2.7,0.8,1.4,0.4,1.6,11.6,12.2,,,,,,,,9,3,0,0,0.0,0.0
Eddie Basden,19,0,7.4,40.5,14.3,80.0,1.5,0.4,0.5,0.5,0.1,0.9,2.1,2.8,,,,,,,,1,0,0,0,1.0,0.0
Jerry Baskerville,21,0,5.0,30.8,--,62.5,1.3,0.1,0.3,--,0.2,1.5,1.2,2.1,,,,,,,,1,0,0,0,1.0,0.0
Brandon Bass,758,283,21.6,49.9,20.7,83.2,4.6,0.8,0.4,0.9,0.6,1.8,8.7,10.3,,,,,,,,12,8,0,0,0.0,0.0
Paris Bass,2,0,3.5,33.3,0.0,100.0,2.0,0.0,0.5,1.0,0.0,1.0,3.0,2.5,,,,,,,,,,,,,0.0
Tim Bassett,235,0,23.8,38.8,0.0,59.5,6.4,1.2,0.9,1.2,0.5,2.9,5.9,9.5,,,,,,,,4,2,0,0,1.0,0.0
Charles Bassey,22,0,7.3,65.1,0.0,72.7,2.7,0.3,0.2,0.4,0.8,1.4,2.9,5.7,,,,,,,,,,,,,0.0
Maceo Baston,105,4,7.9,61.6,37.5,74.0,1.7,0.2,0.2,0.5,0.4,1.3,2.7,3.9,,,,,,,,4,1,0,0,1.0,0.0
Mengke Bateer,46,10,10.7,39.1,33.3,74.4,2.5,0.6,0.2,0.9,0.1,2.6,3.4,3.7,,,,,,,,3,0,0,0,1.0,0.0
Billy Ray Bates,187,3,17.8,47.4,30.3,79.6,1.7,1.9,0.8,1.5,0.1,1.4,11.7,8.9,,,,,,,,4,2,0,0,1.0,0.0
Keita Bates-Diop,147,15,15.0,45.0,30.8,69.3,2.9,0.6,0.5,0.5,0.4,0.9,5.1,6.3,,,,,,,,3,1,0,0,0.0,0.0
Esteban Batista,70,3,8.2,43.8,0.0,61.7,2.5,0.2,0.3,0.6,0.2,1.8,1.7,3.1,,,,,,,,2,0,0,0,0.0,0.0
Mike Batiste,75,2,16.6,42.2,22.2,78.4,3.4,0.7,0.6,0.9,0.2,1.6,6.4,6.5,,,,,,,,1,0,0,0,1.0,0.0
Tony Battie,837,429,21.1,48.8,16.2,69.0,5.1,0.6,0.5,0.8,0.9,2.6,6.1,9.2,,,,,,,,14,5,1,0,1.0,0.0
Shane Battier,977,705,30.7,43.7,38.4,74.3,4.2,1.8,1.0,0.9,0.9,2.3,8.6,11.2,,,,,,0.0,2.0,13,10,3,2,1.0,0.0
John Battle,612,62,17.8,46.4,27.3,79.3,1.3,2.1,0.4,1.1,0.1,1.4,8.7,7.2,,,,,,,,10,9,0,0,1.0,0.0
Kenny Battle,134,17,13.4,50.4,13.3,72.5,2.4,0.8,0.7,0.7,0.2,1.6,4.7,6.0,,,,,,,,4,1,0,0,1.0,0.0
Dave Batton,58,5,10.2,44.8,0.0,47.1,2.1,0.6,0.3,0.6,0.3,1.1,3.2,3.8,,,,,,,,2,0,0,0,1.0,0.0
Nicolas Batum,893,784,30.8,43.7,36.2,83.8,5.2,3.6,1.0,1.7,0.6,1.7,11.2,14.3,,,,,,,,13,7,0,0,0.0,0.0
Johnny Baum,65,0,8.6,41.4,--,69.0,2.0,0.5,--,--,--,0.9,4.5,3.9,,,,,,,,2,1,0,0,1.0,0.0
Frank Baumholtz,45,0,--,29.8,--,77.6,--,1.2,--,--,--,2.1,14.0,1.1,,,0.0,1.0,0.0,,,1,0,0,0,1.0,0.0
Lonny Baxter,162,5,11.6,46.6,20.0,65.7,2.9,0.2,0.2,0.7,0.4,2.0,3.9,4.8,,,,,,,,4,0,0,0,1.0,0.0
Jerryd Bayless,586,99,21.3,41.1,36.1,81.8,2.1,2.9,0.6,1.4,0.1,2.1,8.4,8.1,,,,,,,,11,5,0,0,0.0,0.0
Elgin Baylor,846,0,40.0,43.1,--,78.0,13.5,4.3,--,--,--,3.1,27.4,29.7,11.0,,10.0,0.0,0.0,,,14,12,8,0,1.0,1.0
Aron Baynes,522,168,16.0,48.9,30.8,79.4,4.6,0.8,0.2,0.9,0.5,2.2,6.0,8.5,,,,,,,,9,6,2,1,0.0,0.0
Sergei Bazarevich,10,0,7.4,50.0,16.7,77.8,0.7,1.4,0.1,0.7,0.1,1.0,3.0,3.3,,,,,,,,1,0,0,0,1.0,0.0
Kent Bazemore,649,310,20.7,41.4,35.6,72.4,3.2,1.8,1.0,1.4,0.5,2.0,8.3,8.7,,,,,,,,9,5,0,0,0.0,0.0
Darius Bazley,167,99,25.3,39.7,30.5,69.9,5.9,1.2,0.6,1.4,0.7,1.0,9.5,10.6,,,,,,,,,,,,,0.0
Ed Beach,12,0,--,21.1,--,66.7,2.1,0.3,--,--,--,1.2,1.8,1.4,,,,,,,,1,0,0,0,1.0,0.0
Bradley Beal,645,611,34.8,45.6,37.2,82.1,4.1,4.2,1.1,2.4,0.4,2.2,22.1,19.0,3.0,,0.0,0.0,1.0,,,9,5,0,0,0.0,0.0
Butch Beard,605,0,23.6,48.7,--,77.1,3.4,3.6,1.3,1.9,0.1,2.6,9.3,12.5,1.0,,,,,,,9,3,1,1,1.0,0.0
Ralph Beard,126,0,--,36.6,--,77.0,3.8,4.4,--,--,--,1.8,15.9,10.8,1.0,,1.0,1.0,0.0,,,2,2,0,0,1.0,0.0
Jerome Beasley,2,0,2.5,33.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,1,0,0,0,1.0,0.0
Malik Beasley,314,79,20.7,43.0,38.2,80.8,2.5,1.2,0.6,0.8,0.1,1.2,10.3,8.7,,,,,,,,5,1,0,0,0.0,0.0
Michael Beasley,609,238,22.8,46.5,34.9,75.9,4.7,1.3,0.6,1.7,0.5,2.1,12.4,11.4,,,,,,,,11,5,1,0,0.0,0.0
Zelmo Beaty,570,0,32.2,46.9,--,75.0,10.4,1.5,0.7,--,0.4,3.7,16.0,19.9,2.0,,,,,,,8,7,0,0,1.0,1.0
Rodrigue Beaubois,182,54,15.9,43.9,32.5,81.0,1.9,2.1,0.7,1.1,0.3,1.7,7.1,7.1,,,,,,,,4,2,0,0,0.0,0.0
Byron Beck,53,0,9.1,43.5,--,81.8,1.8,0.6,0.3,--,0.0,1.1,4.7,4.7,,,,,,,,1,1,0,0,1.0,0.0
Corey Beck,88,14,10.8,45.1,60.0,68.4,1.4,1.4,0.5,1.0,0.1,1.5,2.7,3.6,,,,,,,,3,1,0,0,1.0,0.0
Ernie Beck,371,0,19.0,38.3,--,76.2,3.2,1.8,--,--,--,1.8,6.3,6.9,,,,,,,,7,4,1,1,1.0,0.0
Moe Becker,43,0,--,19.6,--,50.0,--,0.7,--,--,--,2.3,3.8,-2.7,,,,,,,,1,0,0,0,1.0,0.0
William Bedford,238,30,10.6,41.6,31.8,60.5,2.4,0.5,0.2,0.7,0.5,1.5,4.1,4.1,,,,,,,,6,3,1,1,1.0,0.0
Hank Beenders,111,0,--,26.5,--,68.7,--,0.5,--,--,--,2.7,8.4,-0.8,,,,,,,,3,1,1,0,1.0,0.0
Ron Behagen,388,0,23.5,42.5,0.0,75.4,7.0,1.6,0.7,1.9,0.4,3.3,10.3,13.3,,,,,,,,7,2,0,0,1.0,0.0
Elmer Behnke,4,0,13.8,27.3,--,57.1,4.3,1.0,--,--,--,3.3,4.0,4.5,,,,,,,,1,0,0,0,1.0,0.0
Marco Belinelli,860,219,22.7,42.4,37.6,84.6,2.1,1.7,0.6,1.0,0.1,1.4,9.7,8.2,,,,,,,,13,6,1,1,0.0,0.0
Charlie Bell,376,137,24.9,41.2,36.1,76.9,2.2,2.3,0.8,1.0,0.1,2.0,8.5,8.1,,,,,,,,7,2,0,0,1.0,0.0
Dennis Bell,63,0,8.7,37.4,--,53.5,1.9,0.4,0.4,--,0.2,1.0,2.8,3.4,,,,,,,,3,1,0,0,1.0,0.0
Jordan Bell,161,17,12.0,55.2,20.0,63.6,3.1,1.2,0.4,0.7,0.8,1.2,3.7,6.9,,,,,,,,4,2,2,1,0.0,0.0
Raja Bell,706,479,28.1,43.4,40.6,79.9,2.8,1.7,0.7,1.0,0.2,2.6,9.9,9.2,,,,,,1.0,1.0,12,6,1,0,1.0,0.0
Troy Bell,6,0,5.7,22.2,0.0,100.0,0.7,0.7,0.2,1.0,0.0,1.0,1.8,0.0,,,,,,,,1,0,0,0,1.0,0.0
Whitey Bell,36,0,13.7,37.9,--,63.0,2.6,1.6,--,--,--,1.8,5.1,5.3,,,,,,,,2,0,0,0,1.0,0.0
Walt Bellamy,1043,0,37.3,51.6,--,63.2,13.7,2.4,0.7,--,0.6,3.4,20.1,26.3,4.0,,,,,,,14,7,0,0,1.0,1.0
DeAndre' Bembry,288,55,19.4,47.5,28.3,61.1,3.3,1.8,1.0,1.3,0.4,1.8,6.1,8.1,,,,,,,,5,0,0,0,0.0,0.0
Irv Bemoras,131,0,18.9,34.7,--,67.2,2.6,1.0,--,--,--,1.7,6.3,4.7,,,,,,,,2,0,0,0,1.0,0.0
Leon Benbow,115,0,16.0,39.4,--,75.9,1.9,1.6,0.6,--,0.1,2.0,5.5,6.0,,,,,,,,2,1,0,0,1.0,0.0
Dragan Bender,187,67,20.1,39.9,32.3,65.4,3.9,1.3,0.3,1.1,0.6,2.0,5.4,7.1,,,,,,,,4,0,0,0,0.0,0.0
Jonathan Bender,262,28,14.7,41.7,34.0,76.3,2.2,0.6,0.2,1.0,0.6,1.5,5.5,5.1,,,,,,,,8,5,1,0,1.0,0.0
Jerrelle Benimon,2,0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,,,,,,,,1,0,0,0,0.0,0.0
Benoit Benjamin,807,614,27.2,49.7,4.8,72.1,7.5,1.3,0.6,2.3,2.0,2.8,11.4,15.1,,,,,,,,15,3,0,0,1.0,0.0
Corey Benjamin,153,16,14.3,39.0,28.9,65.2,1.7,0.9,0.5,1.1,0.3,2.1,5.5,4.1,,,,,,,,4,0,0,0,1.0,0.0
Anthony Bennett,151,4,12.6,39.2,26.1,67.0,3.1,0.5,0.4,0.7,0.2,1.4,4.4,4.9,,,,,,,,4,0,0,0,0.0,0.0
Elmer Bennett,21,0,7.6,34.0,27.3,72.2,0.5,1.0,0.4,1.0,0.0,0.8,2.3,1.6,,,,,,,,3,0,0,0,1.0,0.0
Mario Bennett,68,18,8.9,53.4,33.3,51.1,2.7,0.4,0.5,0.5,0.3,1.6,4.0,5.2,,,,,,,,4,2,0,0,1.0,0.0
Mel Bennett,129,0,11.9,34.6,0.0,60.8,3.3,0.8,0.4,1.0,0.4,2.1,3.9,5.1,,,,,,,,4,0,0,0,1.0,0.0
Tony Bennett,152,7,12.4,41.2,33.5,73.2,1.0,2.0,0.5,0.6,0.0,1.3,3.5,4.2,,,,,,,,3,1,0,0,1.0,0.0
Winston Bennett,136,92,15.9,42.5,0.0,69.4,3.0,0.9,0.4,0.8,0.2,2.2,4.8,5.4,,,,,,,,3,1,0,0,1.0,0.0
David Benoit,492,179,18.9,43.8,31.9,79.5,4.0,0.6,0.4,0.9,0.5,2.1,7.0,7.9,,,,,,,,7,6,0,0,1.0,0.0
Keith Benson,3,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,,,,,,,,1,0,0,0,0.0,0.0
Kent Benson,680,233,23.1,49.3,20.6,75.7,5.7,1.8,0.9,1.6,0.9,2.8,9.1,12.4,,,,,,,,11,5,0,0,1.0,0.0
Ben Bentil,3,0,3.3,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.3,0.0,-0.7,,,,,,,,1,0,0,0,0.0,0.0
Gene Berce,3,0,--,31.3,--,0.0,--,0.7,--,--,--,2.0,3.3,-1.3,,,,,,,,1,0,0,0,1.0,0.0
Gary Bergen,6,0,6.7,27.3,--,100.0,1.3,0.2,--,--,--,0.7,1.3,1.5,,,,,,,,1,0,0,0,1.0,0.0
Ricky Berry,64,21,22.0,45.0,40.6,78.9,3.1,1.3,0.6,1.3,0.3,3.1,11.0,9.6,,,,,,,,1,0,0,0,1.0,0.0
Walter Berry,205,132,23.7,53.9,20.0,63.8,4.7,1.4,0.6,2.0,0.7,2.9,14.1,13.2,,,,,,,,3,2,0,0,1.0,0.0
Dairis Bertans,12,0,13.9,25.5,29.4,0.0,0.8,0.8,0.1,0.2,0.0,0.6,2.8,1.4,,,,,,,,1,0,0,0,0.0,0.0
Davis Bertans,365,39,19.4,42.6,40.0,86.1,2.7,1.0,0.4,0.6,0.4,1.7,8.4,8.5,,,,,,,,5,4,0,0,0.0,0.0
Del Beshore,69,0,12.6,35.2,38.5,66.7,0.9,2.0,0.8,1.5,0.1,1.5,3.5,3.1,,,,,,,,2,0,0,0,1.0,0.0
Travis Best,708,148,21.4,43.1,34.5,83.5,1.8,3.5,0.9,1.3,0.1,2.3,7.6,8.5,,,,,,,,10,6,1,0,1.0,0.0
Patrick Beverley,506,418,27.5,41.4,37.9,75.9,4.3,3.5,1.1,1.3,0.5,3.1,8.8,12.3,,,,,,1.0,2.0,9,7,0,0,0.0,0.0
Saddiq Bey,126,109,30.1,39.4,36.1,83.8,5.1,2.0,0.8,1.1,0.2,1.6,13.8,13.3,,,,,,,,1,0,0,0,0.0,0.0
Tyler Bey,18,0,3.9,31.8,25.0,60.0,1.1,0.2,0.0,0.2,0.1,0.3,1.0,1.2,,,,,,,,1,0,0,0,0.0,0.0
Sim Bhullar,3,0,1.0,50.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.7,1.3,,,,,,,,1,0,0,0,0.0,0.0
Al Bianchi,687,0,19.9,37.4,--,70.7,2.5,2.2,--,--,--,3.0,8.1,6.7,,,,,,,,10,10,0,0,1.0,0.0
Hank Biasatti,6,0,--,40.0,--,50.0,--,0.0,--,--,--,0.5,1.0,0.2,,,,,,,,1,0,0,0,1.0,0.0
Henry Bibby,675,0,22.9,42.4,29.3,78.2,2.3,3.3,0.9,1.8,0.1,2.0,8.6,9.4,,,,,,,,9,6,3,1,1.0,0.0
Mike Bibby,1001,950,33.9,43.6,37.9,80.2,3.1,5.5,1.2,2.1,0.1,1.9,14.7,14.9,,,,,,,,14,10,1,0,1.0,0.0
Eddie Biedenbach,7,0,2.6,0.0,--,66.7,0.3,0.4,--,--,--,0.1,0.6,0.1,,,,,,,,1,0,0,0,1.0,0.0
Andris Biedrins,516,311,21.6,59.4,0.0,50.0,7.0,0.9,0.6,0.9,1.1,3.2,6.3,12.4,,,,,,,,10,2,0,0,1.0,0.0
Don Bielke,7,0,5.4,55.6,--,57.1,1.3,0.1,--,--,--,1.3,2.0,2.4,,,,,,,,1,0,0,0,1.0,0.0
Bob Bigelow,94,0,8.1,41.4,--,73.2,1.2,0.4,0.2,0.5,0.0,0.8,2.5,2.6,,,,,,,,4,0,0,0,1.0,0.0
Chauncey Billups,1043,937,31.6,41.5,38.7,89.4,2.9,5.4,1.0,2.0,0.2,2.1,15.2,15.6,5.0,2.0,0.0,1.0,2.0,0.0,2.0,17,12,2,1,1.0,0.0
Dave Bing,901,0,36.4,44.1,--,77.5,3.8,6.0,1.3,2.7,0.2,2.9,20.3,19.3,7.0,,2.0,1.0,0.0,,,12,5,0,0,1.0,1.0
Joe Binion,11,0,4.6,40.0,0.0,60.0,1.6,0.1,0.2,0.3,0.2,0.5,1.3,2.2,,,,,,,,1,0,0,0,1.0,0.0
Khem Birch,236,54,17.9,52.1,21.0,69.4,4.7,1.0,0.5,0.6,0.6,1.6,5.3,9.2,,,,,,,,4,2,0,0,0.0,0.0
Jabari Bird,13,1,8.8,57.7,42.9,46.2,1.5,0.6,0.2,0.6,0.1,0.5,3.0,3.4,,,,,,,,1,0,0,0,0.0,0.0
