PLAYER_NAME,GP,GS,MIN,FG,3P,FT,REB,AST,STL,TO,BLK,PF,PTS,EFF,A.S.G,P.O.M,F.T,S.T,T.T,F.T.D,S.T.D,Seasons,Playoffs,Finals,titles,Retired,H.O.F
Gabriel Deck,17,0,15.8,49.4,21.1,81.8,2.7,1.7,0.5,0.5,0.0,0.6,6.0,7.8,,,,,,,,1,0,0,0,0.0,0.0
Andrew DeClercq,587,253,16.8,50.7,0.0,62.1,4.2,0.6,0.7,0.9,0.5,3.0,4.8,7.4,,,,,,,,10,3,0,0,1.0,0.0
Dewayne Dedmon,460,209,17.9,52.8,34.3,73.8,6.0,0.7,0.5,1.0,0.8,2.5,6.4,10.9,,,,,,,,,,,,,0.0
Archie Dees,190,0,16.3,40.2,--,79.4,4.8,0.7,--,--,--,2.0,8.1,8.6,,,,,,,,4,1,0,0,1.0,0.0
Terry Dehere,402,65,18.2,41.1,37.8,77.9,1.5,2.6,0.5,1.5,0.1,2.1,8.0,6.8,,,,,,,,6,1,0,0,1.0,0.0
Red Dehnert,10,0,--,40.0,--,33.3,--,0.0,--,--,--,0.8,1.4,0.1,,,,,,,,1,0,0,0,1.0,0.0
Bryce Dejean-Jones,14,11,19.9,40.6,37.5,52.4,3.4,1.1,0.7,0.8,0.1,1.2,5.6,6.6,,,,,,,,1,0,0,0,1.0,0.0
Sam Dekker,201,8,15.4,47.8,28.8,60.6,3.0,0.8,0.5,0.5,0.2,1.0,5.4,6.7,,,,,,,,4,1,0,0,0.0,0.0
Vinny Del Negro,771,370,24.9,47.5,35.9,84.0,2.3,3.2,0.7,1.1,0.1,1.9,9.1,10.1,,,,,,,,12,7,0,0,1.0,0.0
Malcolm Delaney,127,5,17.8,37.7,30.8,80.5,1.8,2.8,0.6,1.3,0.1,1.5,5.7,6.1,,,,,,,,2,1,0,0,0.0,0.0
Javin DeLaurier,1,0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,0.0
Bison Dele,413,204,24.2,52.8,14.3,69.1,6.2,1.1,0.8,2.0,0.9,3.1,11.0,13.0,,,,,,,,8,4,1,1,1.0,0.0
Carlos Delfino,507,170,22.8,40.1,36.5,75.8,3.6,1.7,0.9,1.0,0.2,1.6,8.1,8.9,,,,,,,,8,5,0,0,0.0,0.0
Ángel Delgado,2,0,7.5,20.0,0.0,50.0,2.0,0.0,0.5,0.0,0.0,1.0,1.5,1.5,,,,,,,,1,0,0,0,0.0,0.0
Tony Delk,545,103,21.5,40.8,34.3,76.9,2.5,1.9,0.8,1.1,0.1,1.6,9.1,8.0,,,,,,,,10,7,0,0,1.0,0.0
Matthew Dellavedova,447,93,20.3,38.6,36.3,84.0,1.8,3.7,0.5,1.2,0.0,1.9,5.5,7.0,,,,,,,,8,4,2,1,0.0,0.0
Nate DeLong,17,0,7.8,47.6,--,68.6,1.8,0.8,--,--,--,2.8,3.8,4.5,,,,,,,,1,0,0,0,1.0,0.0
Fennis Dembo,31,0,2.4,33.3,0.0,80.0,0.7,0.2,0.0,0.2,0.0,0.5,1.2,0.9,,,,,,,,1,1,1,1,1.0,0.0
Larry Demic,206,0,15.5,45.9,0.0,58.0,3.9,0.5,0.3,1.2,0.2,2.5,4.7,5.6,,,,,,,,3,1,0,0,1.0,0.0
Dell Demps,20,0,5.4,50.0,33.3,76.2,0.5,0.5,0.3,0.7,0.1,0.6,3.0,2.3,,,,,,,,3,0,0,0,1.0,0.0
George Dempsey,315,0,18.2,40.7,--,66.1,3.6,2.3,--,--,--,1.9,5.0,7.5,,,,,,,,5,4,1,1,1.0,0.0
Luol Deng,902,828,34.3,45.6,33.2,76.9,6.1,2.3,1.0,1.6,0.5,1.7,14.8,15.4,2.0,,,,,0.0,1.0,15,7,0,0,1.0,0.0
Kenny Dennard,95,3,13.1,42.9,30.0,64.4,3.0,1.0,0.8,0.7,0.2,2.0,2.8,5.2,,,,,,,,3,0,0,0,1.0,0.0
Blaine Denning,1,0,9.0,40.0,--,100.0,4.0,0.0,--,--,--,3.0,5.0,6.0,,,,,,,,1,0,0,0,1.0,0.0
Justin Dentmon,8,0,11.9,33.3,14.3,66.7,1.0,1.3,0.3,0.9,0.0,1.3,3.3,2.1,,,,,,,,2,0,0,0,0.0,0.0
Randy Denton,45,0,15.6,40.2,--,70.2,4.8,0.7,0.3,--,0.4,2.2,5.3,7.8,,,,,,,,1,0,0,0,1.0,0.0
Rod Derline,107,0,9.4,41.9,--,78.6,0.8,0.7,0.3,--,0.0,0.6,4.8,3.7,,,,,,,,2,2,0,0,1.0,0.0
DeMar DeRozan,934,922,34.2,46.4,28.5,83.5,4.4,3.9,1.0,2.1,0.3,2.2,20.6,18.5,5.0,3.0,0.0,1.0,1.0,,,12,7,0,0,0.0,0.0
Marcus Derrickson,11,0,6.1,48.5,50.0,80.0,1.2,0.1,0.0,0.3,0.1,0.8,4.2,3.6,,,,,,,,1,0,0,0,0.0,0.0
Dave Deutsch,19,0,4.9,16.7,--,45.0,1.1,0.8,--,--,--,0.9,1.1,0.8,,,,,,,,1,1,0,0,1.0,0.0
Corky Devlin,210,0,19.2,36.6,--,74.2,2.1,2.1,--,--,--,1.6,7.1,6.1,,,,,,,,3,2,1,0,1.0,0.0
Hank DeZonie,5,0,--,24.0,--,71.4,3.6,1.8,--,--,--,1.2,3.4,4.6,,,,,,,,1,0,0,0,1.0,0.0
Mamadi Diakite,27,4,12.2,47.1,7.7,68.0,3.4,0.4,0.4,0.4,0.5,1.8,3.7,6.1,,,,,,,,1,1,1,1,0.0,0.0
Derrick Dial,82,0,8.4,37.2,19.0,67.2,1.6,0.8,0.3,0.4,0.1,0.6,3.1,3.1,,,,,,,,4,1,0,0,1.0,0.0
Cheick Diallo,183,3,11.9,59.6,28.6,77.4,4.1,0.4,0.3,0.6,0.4,1.5,5.2,8.1,,,,,,,,4,1,0,0,0.0,0.0
Hamidou Diallo,198,44,19.0,47.5,27.8,62.9,3.9,1.1,0.8,1.0,0.3,2.2,8.4,9.0,,,,,,,,3,1,0,0,0.0,0.0
Boris Diaw,1064,564,27.0,49.3,33.6,71.7,4.4,3.5,0.6,1.8,0.5,2.1,8.6,11.6,,,,,,,,14,10,2,1,1.0,0.0
Yakhouba Diawara,187,56,14.0,35.7,30.1,65.0,1.4,0.7,0.3,0.4,0.1,1.5,3.5,3.1,,,,,,,,4,3,0,0,1.0,0.0
Guillermo Díaz,6,0,3.0,25.0,0.0,60.0,0.3,0.2,0.0,0.0,0.0,0.0,0.8,0.5,,,,,,,,1,0,0,0,0.0,0.0
Dan Dickau,300,57,15.4,40.1,34.1,83.1,1.4,2.5,0.5,1.1,0.0,1.7,5.8,5.9,,,,,,,,6,0,0,0,1.0,0.0
Kaniel Dickens,19,0,4.5,40.0,33.3,75.0,0.6,0.1,0.1,0.2,0.1,0.5,1.2,1.3,,,,,,,,3,0,0,0,1.0,0.0
Henry Dickerson,23,0,7.6,36.6,--,62.5,0.2,0.8,0.1,--,0.0,1.3,2.0,1.7,,,,,,,,2,1,0,0,1.0,0.0
Michael Dickerson,212,206,35.3,43.2,40.2,78.4,2.9,2.6,1.0,1.9,0.4,2.6,15.4,12.1,,,,,,,,5,1,0,0,1.0,0.0
Derrek Dickey,321,0,16.7,47.0,--,74.5,4.9,1.1,0.4,0.9,0.2,1.9,6.1,9.3,,,,,,,,5,2,1,1,1.0,0.0
Dick Dickey,45,0,9.8,29.4,--,68.1,1.8,1.1,--,--,--,1.8,2.8,3.1,,,,,,,,1,1,0,0,1.0,0.0
Travis Diener,179,21,14.9,38.8,35.3,84.7,1.4,2.4,0.4,0.6,0.1,1.1,4.8,5.7,,,,,,,,5,1,0,0,1.0,0.0
Gorgui Dieng,589,208,20.8,50.0,36.4,79.1,5.8,1.3,0.8,1.1,0.9,2.2,7.5,12.0,,,,,,,,8,3,0,0,0.0,0.0
Connie Dierking,706,0,21.9,41.7,--,69.7,6.7,1.5,--,--,--,2.9,10.0,11.8,,,,,,,,10,5,0,0,1.0,0.0
Coby Dietrick,480,0,19.3,46.8,18.8,74.1,3.9,2.1,0.9,1.2,0.6,2.6,6.1,9.3,,,,,,,,7,4,0,0,1.0,0.0
Ernie DiGregorio,312,0,25.2,41.5,--,90.2,2.0,5.1,0.6,1.8,0.0,2.1,9.6,11.1,,,,,,,,5,2,0,0,1.0,0.0
Mickey Dillard,33,0,6.7,36.7,0.0,65.2,0.5,1.0,0.2,0.5,0.1,1.2,2.2,1.7,,,,,,,,1,0,0,0,1.0,0.0
Bob Dille,57,0,--,19.7,--,66.7,--,0.7,--,--,--,1.6,5.2,-2.7,,,,,,,,1,0,0,0,1.0,0.0
Hook Dillon,22,0,--,18.2,--,72.7,--,0.2,--,--,--,0.9,1.6,-0.5,,,,,,,,1,1,0,0,1.0,0.0
Byron Dinkins,45,0,11.4,40.6,11.1,87.2,1.2,2.1,0.5,1.1,0.0,1.0,3.4,4.0,,,,,,,,2,0,0,0,1.0,0.0
Jackie Dinkins,18,0,4.9,41.5,--,55.0,1.1,0.4,--,--,--,0.6,2.5,2.2,,,,,,,,1,1,0,0,1.0,0.0
Bill Dinwiddie,220,0,12.5,36.9,--,61.0,3.3,0.6,--,--,--,1.7,4.4,4.7,,,,,,,,4,0,0,0,1.0,0.0
Spencer Dinwiddie,364,177,26.3,40.6,31.7,79.6,3.0,5.1,0.7,1.8,0.3,2.4,12.9,13.2,,,,,,,,7,2,0,0,0.0,0.0
Ike Diogu,225,18,12.4,50.9,50.0,78.6,3.1,0.3,0.2,0.9,0.3,1.9,6.0,6.4,,,,,,,,6,0,0,0,0.0,0.0
DeSagana Diop,601,93,14.0,42.7,16.7,46.7,3.7,0.4,0.4,0.6,1.0,2.0,2.0,5.5,,,,,,,,12,2,1,0,1.0,0.0
Terry Dischinger,652,0,27.4,50.6,--,75.8,5.6,1.8,--,--,--,3.2,13.8,15.0,3.0,,,,,,,9,1,0,0,1.0,0.0
Fred Diute,7,0,10.3,9.5,--,58.3,1.9,0.6,--,--,--,1.7,1.6,0.6,,,,,,,,1,0,0,0,1.0,0.0
Vlade Divac,1134,979,29.8,49.5,23.5,69.2,8.2,3.1,1.1,2.2,1.4,3.2,11.8,17.7,1.0,,,,,,,16,14,1,0,1.0,1.0
Donte DiVincenzo,177,90,23.2,42.2,34.1,74.7,4.7,2.4,1.0,1.3,0.2,1.6,8.8,11.1,,,,,,,,3,2,1,1,0.0,0.0
Juan Dixon,436,77,19.5,41.3,34.1,83.3,1.9,1.8,0.8,1.3,0.1,1.7,8.4,6.9,,,,,,,,7,3,0,0,1.0,0.0
Sasha Djordjevic,8,0,7.6,50.0,71.4,80.0,0.6,0.6,0.0,0.6,0.0,0.4,3.1,2.6,,,,,,,,1,0,0,0,1.0,0.0
Earl Dodd,9,0,--,22.2,--,60.0,--,0.7,--,--,--,1.4,1.7,-0.2,,,,,,,,1,0,0,0,1.0,0.0
Michael Doleac,587,84,15.0,43.9,12.5,79.1,3.3,0.6,0.3,0.6,0.4,2.2,4.9,6.0,,,,,,,,10,6,1,1,1.0,0.0
Joe Dolhon,77,0,--,31.1,--,73.4,1.4,2.3,--,--,--,2.9,6.4,3.5,,,,,,,,2,0,0,0,1.0,0.0
Bob Doll,196,0,--,28.6,--,66.2,--,1.4,--,--,--,2.6,8.4,0.8,,,,,,,,4,2,0,0,1.0,0.0
James Donaldson,957,659,27.4,57.1,0.0,73.2,7.8,0.8,0.4,1.5,1.3,2.1,8.6,14.2,1.0,,,,,,,14,9,0,0,1.0,0.0
Luka Doncic,241,241,33.7,45.6,33.1,73.5,8.5,7.9,1.0,4.0,0.4,2.2,26.0,27.2,3.0,1.0,2.0,0.0,0.0,,,3,2,0,0,0.0,0.0
Bob Donham,273,0,23.7,48.0,--,50.7,3.9,2.6,--,--,--,3.1,6.7,8.8,,,,,,,,4,4,0,0,1.0,0.0
Billy Donovan,44,0,8.3,40.4,0.0,81.0,0.6,2.0,0.4,1.0,0.0,0.8,2.4,2.8,,,,,,,,1,0,0,0,1.0,0.0
Harry Donovan,45,0,--,32.7,--,68.9,--,0.8,--,--,--,2.4,5.6,1.6,,,,,,,,1,1,0,0,1.0,0.0
Keyon Dooling,728,86,19.4,41.6,34.9,79.9,1.3,2.2,0.6,1.1,0.1,1.7,7.0,6.3,,,,,,,,13,5,0,0,1.0,0.0
Jacky Dorsey,60,0,7.5,38.9,0.0,54.4,2.4,0.3,0.2,0.5,0.1,1.5,2.4,2.9,,,,,,,,3,1,0,0,1.0,0.0
Joey Dorsey,130,26,11.4,53.4,0.0,37.5,3.9,0.4,0.5,0.7,0.3,2.0,2.6,5.5,,,,,,,,4,1,0,0,0.0,0.0
Tyler Dorsey,104,16,16.1,38.9,35.0,66.9,2.3,1.3,0.3,0.6,0.1,1.1,6.7,5.9,,,,,,,,2,0,0,0,0.0,0.0
Luguentz Dort,139,131,29.0,39.5,33.3,79.7,3.5,1.5,0.9,1.4,0.3,2.7,13.3,10.6,,,,,,,,,,,,,0.0
Ayo Dosunmu,52,18,25.4,52.7,41.9,66.1,2.7,3.0,0.7,1.2,0.3,2.2,8.0,10.3,,,,,,,,,,,,,0.0
Damyean Dotson,213,49,19.9,41.7,34.5,71.1,2.5,1.5,0.5,0.7,0.1,1.2,7.5,7.1,,,,,,,,4,0,0,0,0.0,0.0
Devon Dotson,22,0,6.1,50.0,18.8,55.6,0.6,1.0,0.2,0.2,0.0,0.6,2.4,2.8,,,,,,,,1,0,0,0,0.0,0.0
Quincy Douby,149,0,10.7,38.6,30.4,86.7,1.0,0.7,0.4,0.6,0.1,0.9,4.1,3.1,,,,,,,,4,0,0,0,1.0,0.0
Bruce Douglas,8,1,12.3,29.2,0.0,0.0,1.8,2.1,1.1,1.1,0.0,1.1,1.8,3.0,,,,,,,,1,0,0,0,1.0,0.0
John Douglas,67,10,15.6,46.1,31.1,66.3,1.4,2.2,0.7,1.4,0.1,2.2,6.7,6.1,,,,,,,,2,0,0,0,1.0,0.0
Leon Douglas,456,17,22.2,49.5,0.0,60.1,6.5,1.1,0.5,1.8,0.7,3.6,7.9,10.8,,,,,,,,7,2,0,0,1.0,0.0
Sherman Douglas,765,482,27.6,48.4,26.7,67.8,2.2,5.9,1.0,2.3,0.1,2.1,11.0,12.3,,,,,,,,12,4,0,0,1.0,0.0
Toney Douglas,394,65,19.1,40.4,35.4,82.4,2.2,2.3,0.9,1.0,0.1,2.0,7.6,7.7,,,,,,,,8,3,1,0,0.0,0.0
Chris Douglas-Roberts,222,61,19.7,43.9,32.9,83.1,2.1,1.1,0.6,0.9,0.2,1.3,7.1,6.6,,,,,,,,6,1,0,0,1.0,0.0
Sekou Doumbouya,96,30,17.1,38.8,25.6,69.3,2.8,0.7,0.5,0.8,0.2,1.8,5.6,5.2,,,,,,,,2,0,0,0,0.0,0.0
Sonny Dove,57,0,7.0,39.4,--,58.1,2.0,0.4,--,--,--,1.3,3.1,3.1,,,,,,,,2,1,0,0,1.0,0.0
Zabian Dowdell,24,0,12.2,40.8,30.0,94.1,0.8,2.1,0.8,1.2,0.1,1.3,5.0,4.6,,,,,,,,1,0,0,0,0.0,0.0
Bill Downey,3,0,--,0.0,--,0.0,--,0.0,--,--,--,0.0,0.0,-0.7,,,,,,,,1,0,0,0,1.0,0.0
Steve Downing,27,0,5.4,31.8,--,55.0,1.5,0.4,0.2,--,0.0,1.2,2.4,2.1,,,,,,,,2,1,1,1,1.0,0.0
Jeff Dowtin,5,0,6.2,42.9,0.0,0.0,1.4,0.6,0.0,0.2,0.2,0.4,1.2,2.4,,,,,,,,,,,,,0.0
Danny Doyle,4,0,6.3,50.0,--,80.0,2.0,0.8,--,--,--,1.0,4.0,5.0,,,,,,,,1,0,0,0,1.0,0.0
Milton Doyle,10,0,12.5,27.7,17.4,50.0,1.8,1.0,0.6,0.2,0.2,1.3,3.4,3.0,,,,,,,,1,0,0,0,0.0,0.0
P.J. Dozier,105,6,18.0,40.7,31.9,67.3,3.0,1.8,0.6,0.8,0.3,1.6,6.4,7.3,,,,,,,,4,1,0,0,0.0,0.0
Terry Dozier,9,0,10.2,33.3,0.0,50.0,1.7,0.3,0.7,0.8,0.2,1.1,2.4,2.1,,,,,,,,1,0,0,0,1.0,0.0
Goran Dragic,872,524,27.9,46.2,36.4,76.7,3.1,4.8,1.0,2.3,0.2,2.3,13.9,14.0,1.0,,0.0,0.0,1.0,,,13,5,1,0,0.0,0.0
Zoran Dragic,16,1,4.7,36.7,21.4,60.0,0.5,0.3,0.1,0.3,0.0,0.4,1.8,1.1,,,,,,,,1,0,0,0,0.0,0.0
Greg Dreiling,474,94,8.9,46.7,33.3,64.9,2.1,0.4,0.2,0.5,0.3,1.9,2.1,3.4,,,,,,,,10,4,0,0,1.0,0.0
Bryce Drew,243,46,16.3,38.2,37.1,83.0,1.2,2.2,0.5,0.9,0.0,1.2,4.4,4.6,,,,,,,,6,2,0,0,1.0,0.0
John Drew,739,104,29.5,47.0,17.5,74.8,6.9,1.7,1.4,2.7,0.3,3.6,20.7,18.6,2.0,,,,,,,11,5,0,0,1.0,0.0
Larry Drew,714,341,25.7,46.7,29.1,79.8,1.8,5.2,1.1,2.2,0.1,1.8,11.4,11.5,,1.0,,,,,,10,4,1,0,1.0,0.0
Larry Drew II,22,1,13.1,32.9,20.0,66.7,0.8,2.5,0.3,1.3,0.0,0.9,2.9,2.6,,,,,,,,2,0,0,0,0.0,0.0
Clyde Drexler,1086,950,34.6,47.2,31.8,78.8,6.1,5.6,2.0,2.7,0.7,3.0,20.4,22.4,10.0,1.0,1.0,2.0,2.0,,,15,15,3,1,1.0,1.0
Nate Driggers,15,0,8.8,30.2,0.0,71.4,1.5,0.4,0.2,0.4,0.1,0.7,2.4,1.9,,,,,,,,1,0,0,0,1.0,0.0
Terry Driscoll,244,0,13.4,42.5,--,69.0,4.2,0.8,0.3,--,0.2,2.2,4.2,6.7,,,,,,,,5,3,1,0,1.0,0.0
Predrag Drobnjak,278,96,19.9,42.5,34.0,79.9,3.5,0.8,0.5,0.9,0.4,1.8,7.9,7.5,,,,,,,,4,1,0,0,1.0,0.0
Ralph Drollinger,6,0,11.2,50.0,0.0,25.0,3.2,2.3,0.2,2.2,0.3,2.7,2.5,4.7,,,,,,,,1,0,0,0,1.0,0.0
Andre Drummond,694,606,29.9,53.8,13.3,47.1,13.4,1.4,1.4,2.0,1.5,3.1,13.9,22.1,2.0,,0.0,0.0,1.0,,,9,3,0,0,0.0,0.0
Chris Duarte,50,38,28.7,43.5,36.4,79.2,4.1,2.2,1.0,1.7,0.2,1.7,13.4,12.4,,,,,,,,,,,,,0.0
Dick Duckett,34,0,12.5,34.2,--,88.9,1.6,1.4,--,--,--,1.8,3.9,3.8,,,,,,,,1,0,0,0,1.0,0.0
Kevin Duckworth,684,527,25.5,46.8,20.8,73.6,5.8,0.9,0.5,1.8,0.5,3.2,11.8,11.4,2.0,,,,,,,11,7,2,0,1.0,0.0
Charles Dudley,361,0,17.6,49.7,--,67.2,3.0,3.4,0.8,1.9,0.0,2.0,5.3,9.3,,,,,,,,6,3,1,1,1.0,0.0
Chris Dudley,886,331,18.4,41.2,0.0,45.8,6.2,0.4,0.4,0.8,1.2,2.6,3.9,8.0,,,,,,,,16,12,1,0,1.0,0.0
Jared Dudley,904,286,22.3,46.3,39.3,73.2,3.2,1.5,0.8,0.8,0.2,1.8,7.3,8.7,,,,,,,,14,6,1,1,1.0,0.0
Terry Duerod,143,0,13.8,46.2,32.9,67.2,1.1,1.2,0.4,0.9,0.1,1.0,6.7,5.0,,,,,,,,4,1,1,1,1.0,0.0
Bob Duffy,94,0,11.9,39.6,--,64.9,1.1,1.8,--,--,--,1.0,4.3,4.1,,,,,,,,3,1,0,0,1.0,0.0
Bob Duffy,17,0,--,21.9,--,71.4,--,0.0,--,--,--,1.0,1.1,-0.5,,,,,,,,1,0,0,0,1.0,0.0
Chris Duhon,606,319,25.6,39.3,36.3,78.4,2.3,4.4,0.8,1.5,0.1,1.6,6.5,8.8,,,,,,,,9,6,0,0,1.0,0.0
Duje Dukan,1,0,24.0,20.0,40.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,6.0,4.0,,,,,,,,1,0,0,0,0.0,0.0
David Duke Jr.,17,7,17.0,36.6,25.8,84.2,3.6,0.9,0.7,0.5,0.4,1.8,5.4,6.8,,,,,,,,,,,,,0.0
Walter Dukes,553,0,26.5,36.9,--,70.0,11.3,1.1,--,--,--,4.1,10.4,15.4,2.0,,,,,,,8,7,0,0,1.0,0.0
Joe Dumars,1018,944,34.5,46.0,38.2,84.3,2.2,4.5,0.9,2.0,0.1,1.8,16.1,14.2,6.0,,0.0,1.0,2.0,4.0,1.0,14,10,3,2,1.0,1.0
Richard Dumas,102,47,21.8,50.9,23.1,69.4,3.4,1.1,1.3,1.5,0.5,2.2,10.6,10.5,,,,,,,,3,2,1,0,1.0,0.0
Tony Dumas,156,13,14.2,40.4,32.7,60.8,1.3,1.2,0.4,0.9,0.1,1.6,7.3,4.6,,,,,,,,4,0,0,0,1.0,0.0
Andy Duncan,136,0,--,40.8,--,59.6,2.1,0.7,--,--,--,2.7,5.5,2.5,,,,,,,,3,2,0,0,1.0,0.0
Tim Duncan,1392,1389,34.0,50.6,17.9,69.6,10.8,3.0,0.7,2.4,2.2,2.4,19.0,24.3,15.0,3.0,10.0,3.0,2.0,8.0,7.0,19,18,6,5,1.0,1.0
Mike Dunleavy,986,585,27.7,44.1,37.7,80.3,4.3,2.2,0.7,1.4,0.3,2.0,11.2,11.8,,,,,,,,15,5,0,0,1.0,0.0
Mike Dunleavy,438,55,19.2,46.7,33.9,81.0,1.6,3.9,0.8,1.8,0.1,2.3,8.0,8.9,,,,,,,,11,7,2,0,1.0,0.0
Kris Dunn,231,126,24.1,42.0,30.5,72.7,3.3,4.1,1.5,1.8,0.4,3.0,8.2,10.8,,,,,,,,5,1,0,0,0.0,0.0
Pat Dunn,28,0,7.4,31.1,--,82.4,1.1,1.0,--,--,--,0.7,2.5,2.3,,,,,,,,1,1,0,0,1.0,0.0
T.R. Dunn,993,457,23.2,45.7,5.0,72.5,4.4,1.6,1.3,0.8,0.3,2.1,5.1,9.1,,,,,,0.0,3.0,14,12,0,0,1.0,0.0
Ronald Dupree,157,8,11.2,42.7,38.5,55.9,2.2,0.6,0.4,0.6,0.2,1.6,3.5,3.9,,,,,,,,6,1,1,0,1.0,0.0
Kevin Durant,920,917,36.7,49.5,38.3,88.3,7.1,4.2,1.1,3.1,1.1,1.9,27.1,27.2,12.0,15.0,6.0,3.0,0.0,,,13,10,4,2,0.0,0.0
John Duren,201,33,14.7,43.5,12.0,75.0,1.1,2.0,0.5,1.0,0.1,2.0,3.5,4.1,,,,,,,,3,0,0,0,1.0,0.0
Pat Durham,64,3,14.5,46.9,19.2,66.7,1.7,0.9,0.6,0.8,0.5,1.9,5.0,5.2,,,,,,,,2,0,0,0,1.0,0.0
Devin Durrant,63,8,12.8,41.4,0.0,68.9,2.1,1.3,0.3,1.3,0.2,1.8,5.0,4.4,,,,,,,,2,0,0,0,1.0,0.0
Ken Durrett,120,0,10.0,43.4,--,63.7,1.9,0.5,0.2,--,0.1,1.6,4.0,4.2,,,,,,,,4,0,0,0,1.0,0.0
Dennis DuVal,50,0,5.3,36.1,--,66.7,0.6,0.7,0.4,--,0.1,1.0,1.9,2.2,,,,,,,,2,1,1,0,1.0,0.0
Trevon Duval,3,0,2.0,66.7,100.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.7,2.3,,,,,,,,1,0,0,0,0.0,0.0
Jack Dwan,60,0,--,31.8,--,49.3,--,2.2,--,--,--,2.6,4.6,1.9,,,,,,,,1,1,1,1,1.0,0.0
Craig Dykema,32,0,3.2,45.9,50.0,77.8,0.4,0.5,0.1,0.2,0.0,0.6,1.3,1.3,,,,,,,,1,1,0,0,1.0,0.0
Gene Dyker,11,0,8.3,23.1,--,50.0,1.5,0.5,--,--,--,1.9,1.5,1.2,,,,,,,,1,0,0,0,1.0,0.0
Jerome Dyson,9,1,20.0,39.6,12.5,77.8,2.1,2.0,1.2,2.2,0.2,2.1,7.4,6.7,,,,,,,,1,0,0,0,0.0,0.0
Ledell Eackles,441,88,20.2,44.5,33.6,76.7,2.2,1.7,0.6,1.4,0.1,1.8,10.8,8.2,,,,,,,,7,0,0,0,1.0,0.0
Jim Eakins,115,0,15.2,46.2,--,84.4,3.8,1.3,0.3,1.0,0.6,2.3,5.5,8.8,,,,,,,,2,1,0,0,1.0,0.0
Acie Earl,193,18,13.0,40.3,0.0,66.7,2.7,0.3,0.3,0.9,0.7,1.8,5.1,4.7,,,,,,,,4,1,0,0,1.0,0.0
Ed Earle,2,0,6.0,50.0,--,50.0,1.0,0.0,--,--,--,0.0,2.0,1.5,,,,,,,,1,0,0,0,1.0,0.0
Cleanthony Early,56,9,14.3,34.6,26.3,75.0,2.2,0.8,0.5,0.9,0.3,1.3,4.3,3.9,,,,,,,,2,0,0,0,0.0,0.0
Mark Eaton,875,815,28.8,45.8,0.0,64.9,7.9,1.0,0.4,1.5,3.5,3.4,6.0,13.8,1.0,,,,,3.0,2.0,11,10,0,0,1.0,0.0
Jerry Eaves,168,8,16.0,47.2,7.1,77.3,1.2,2.5,0.5,1.5,0.0,1.3,6.7,6.2,,,,,,,,4,1,0,0,1.0,0.0
Devin Ebanks,63,15,11.3,38.5,22.2,72.2,1.9,0.4,0.3,0.6,0.2,0.9,3.6,3.4,,,,,,,,3,1,0,0,0.0,0.0
Bill Ebben,8,0,6.3,21.4,--,75.0,1.0,0.5,--,--,--,0.6,1.9,0.5,,,,,,,,1,0,0,0,1.0,0.0
Al Eberhard,220,0,18.8,43.3,--,79.7,3.5,0.8,0.7,0.6,0.2,2.5,6.8,8.0,,,,,,,,4,2,0,0,1.0,0.0
Ndudi Ebi,19,0,4.5,48.6,0.0,46.2,1.0,0.2,0.1,0.3,0.3,0.7,2.1,2.0,,,,,,,,2,0,0,0,0.0,0.0
Jaime Echenique,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
Jarell Eddie,34,0,6.4,30.2,29.2,94.1,0.9,0.1,0.2,0.1,0.0,0.2,2.6,2.0,,,,,,,,3,0,0,0,0.0,0.0
Patrick Eddie,4,0,3.3,22.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.8,1.0,-0.5,,,,,,,,1,0,0,0,1.0,0.0
Dike Eddleman,267,0,25.7,35.2,--,63.0,4.5,2.1,--,--,--,3.6,12.1,7.4,2.0,,,,,,,4,3,0,0,1.0,0.0
Kenton Edelin,10,1,14.3,30.8,0.0,37.5,2.6,1.0,0.5,0.3,0.4,3.9,1.1,3.9,,,,,,,,1,0,0,0,1.0,0.0
Keith Edmonson,87,2,10.7,44.8,0.0,71.9,1.5,0.6,0.4,0.9,0.1,1.4,6.0,4.3,,,,,,,,2,1,0,0,1.0,0.0
Tyus Edney,226,87,21.0,40.5,32.2,80.6,1.7,4.0,1.0,1.7,0.0,1.7,7.6,8.3,,,,,,,,4,2,0,0,1.0,0.0
Anthony Edwards,123,106,33.3,42.7,34.4,78.3,4.7,3.2,1.3,2.5,0.6,2.0,20.6,17.2,,,,,,,,1,0,0,0,0.0,0.0
Bill Edwards,3,0,14.7,11.1,0.0,40.0,4.7,1.3,1.0,1.3,0.3,2.0,2.0,1.7,,,,,,,,1,0,0,0,1.0,0.0
Blue Edwards,704,452,26.1,47.5,33.5,77.9,3.4,2.0,1.0,1.7,0.4,2.7,10.8,10.7,,,,,,,,10,4,0,0,1.0,0.0
